ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
TX2203600,48,481130141242,0.000692932507902,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141472,0.001489320220642,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141481,0.003620742064711,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141482,0.000621794989032,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141581,0.000101022907208,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141591,0.001043372542297,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141592,9.16095059e-06,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141601,0.001149526122432,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141611,0.000508297027506,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141612,0.000612401557841,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481139800001,0.364678188186845,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
